ROWNUM;Name;OPOPNumber;AdmArea;District;Address;PublicPhone;ExtraInfo;X_WGS;Y_WGS;GLOBALID;
626;"Общественный пункт охраны порядка Западного административного округа № 20";"20";"Западный административный округ";"Можайский район";"Сколковское шоссе, дом 22, корпус 2";"(495) 735-30-47";"";"";"";"90543839";
627;"Общественный пункт охраны порядка Западного административного округа № 21";"21";"Западный административный округ";"Можайский район";"улица Толбухина, дом 8, корпус 1";"(495) 447-48-56";"";"";"";"90543840";
628;"Общественный пункт охраны порядка Западного административного округа № 22";"22";"Западный административный округ";"Можайский район";"улица Гришина, дом 21, корпус 2";"(495) 416-05-17";"";"";"";"90543841";
629;"Общественный пункт охраны порядка Западного административного округа № 24";"24";"Западный административный округ";"район Ново-Переделкино";"Новопеределкинская улица, дом 8";"(495) 733-83-13";"";"";"";"90543842";
630;"Общественный пункт охраны порядка Западного административного округа № 25";"25";"Западный административный округ";"район Ново-Переделкино";"Новоорловская улица, дом 6";"(499) 733-88-87; (499) 739-01-08";"";"";"";"90543843";
631;"Общественный пункт охраны порядка Западного административного округа № 26";"26";"Западный административный округ";"район Ново-Переделкино";"Боровское шоссе, дом 30";"(495) 733-00-37";"";"";"";"90543844";
632;"Общественный пункт охраны порядка Западного административного округа № 27";"27";"Западный административный округ";"район Ново-Переделкино";"улица Скульптора Мухиной, дом 12";"(499) 739-08-95";"";"";"";"90543845";
633;"Общественный пункт охраны порядка Западного административного округа № 28";"28";"Западный административный округ";"район Ново-Переделкино";"улица Шолохова, дом 28, корпус 3";"(495) 733-27-00";"";"";"";"90543846";
634;"Общественный пункт охраны порядка Западного административного округа № 29";"29";"Западный административный округ";"район Ново-Переделкино";"улица Скульптора Мухиной, дом 7, корпус 2";"(495) 733-88-87";"";"";"";"90543847";
635;"Общественный пункт охраны порядка Западного административного округа № 30";"30";"Западный административный округ";"район Внуково";"Интернациональная улица, дом 2";"(495) 736-15-80";"";"";"";"90543848";
636;"Общественный пункт охраны порядка Западного административного округа № 69";"69";"Западный административный округ";"район Очаково-Матвеевское";"Озёрная улица, дом 8";"(495) 430-70-20";"";"";"";"90543849";
637;"Общественный пункт охраны порядка Западного административного округа № 70";"70";"Западный административный округ";"район Очаково-Матвеевское";"Озёрная улица, дом 8";"(495) 651-36-28";"";"";"";"90543850";
638;"Общественный пункт охраны порядка Западного административного округа № 71";"71";"Западный административный округ";"район Очаково-Матвеевское";"Очаковское шоссе, дом 2, корпус 3";"(495) 442-34-60";"";"";"";"90543851";
639;"Общественный пункт охраны порядка Западного административного округа № 72";"72";"Западный административный округ";"район Очаково-Матвеевское";"Нежинская улица, дом 21";"(499) 233-07-36";"";"";"";"90543852";
640;"Общественный пункт охраны порядка Западного административного округа № 73";"73";"Западный административный округ";"район Очаково-Матвеевское";"Нежинская улица, дом 21";"(499) 233-06-78";"";"";"";"90543853";
641;"Общественный пункт охраны порядка Западного административного округа № 74";"74";"Западный административный округ";"район Очаково-Матвеевское";"улица Елены Колесовой, дом 4, корпус 1";"(495) 430-61-65";"";"";"";"90543854";
642;"Общественный пункт охраны порядка Западного административного округа № 75";"75";"Западный административный округ";"район Очаково-Матвеевское";"Веерная улица, дом 32, корпус 1";"(499) 233-00-21";"";"";"";"90543855";
643;"Общественный пункт охраны порядка Западного административного округа № 31";"31";"Западный административный округ";"район Проспект Вернадского";"проспект Вернадского, дом 22";"(499) 726-86-52";"";"";"";"90543856";
644;"Общественный пункт охраны порядка Западного административного округа № 32";"32";"Западный административный округ";"район Проспект Вернадского";"проспект Вернадского, дом 49";"(499) 431-91-06";"";"";"";"90543857";
645;"Общественный пункт охраны порядка Западного административного округа № 33";"33";"Западный административный округ";"район Проспект Вернадского";"проспект Вернадского, дом 70";"(499) 431-91-02";"";"";"";"90543858";
646;"Общественный пункт охраны порядка Западного административного округа № 34";"34";"Западный административный округ";"район Проспект Вернадского";"улица Лобачевского, дом 92, корпус 6";"(499) 783-10-40";"";"";"";"90543859";
647;"Общественный пункт охраны порядка Западного административного округа № 36";"36";"Западный административный округ";"район Раменки";"3-й Сетуньский проезд, дом 3";"(499) 240-89-92";"";"";"";"90543860";
648;"Общественный пункт охраны порядка Западного административного округа № 37";"37";"Западный административный округ";"район Раменки";"Университетский проспект, дом 21, корпус 3";"(499) 783-05-45";"";"";"";"90543861";
649;"Общественный пункт охраны порядка Западного административного округа № 38";"38";"Западный административный округ";"район Раменки";"улица Пырьева, дом 4, корпус 1";"(499) 783-04-87";"";"";"";"90543862";
650;"Общественный пункт охраны порядка Западного административного округа № 39";"39";"Западный административный округ";"район Раменки";"Мичуринский проспект, дом 25, корпус 3";"(499) 739-30-14";"";"";"";"90543863";
651;"Общественный пункт охраны порядка Западного административного округа № 40";"40";"Западный административный округ";"район Раменки";"улица Раменки, дом 6, корпус 1";"(499) 739-27-23";"";"";"";"90543864";
652;"Общественный пункт охраны порядка Западного административного округа № 41";"41";"Западный административный округ";"район Раменки";"улица Раменки, дом 14, корпус 1";"(499) 739-30-21";"";"";"";"90543865";
653;"Общественный пункт охраны порядка Западного административного округа № 42";"42";"Западный административный округ";"район Раменки";"улица Лобачевского, дом 100";"(499) 739-27-34";"";"";"";"90543866";
654;"Общественный пункт охраны порядка Западного административного округа № 43";"43";"Западный административный округ";"район Солнцево";"Солнцевский проспект, дом 10";"(499) 727-74-94";"";"";"";"90543867";
655;"Общественный пункт охраны порядка Западного административного округа № 44";"44";"Западный административный округ";"район Солнцево";"улица 50 лет Октября, дом 6";"(499) 727-74-95";"";"";"";"90543868";
656;"Общественный пункт охраны порядка Западного административного округа № 45";"45";"Западный административный округ";"район Солнцево";"улица 50 лет Октября, дом 6";"(495) 439-15-62; (499) 727-74-96";"";"";"";"90543869";
657;"Общественный пункт охраны порядка Западного административного округа № 46";"46";"Западный административный округ";"район Солнцево";"Солнцевский проспект, дом 5, корпус 1";"(499) 727-74-97";"";"";"";"90543870";
658;"Общественный пункт охраны порядка Западного административного округа № 47";"47";"Западный административный округ";"район Солнцево";"Солнцевский проспект, дом 5, корпус 1";"(499) 727-74-93";"";"";"";"90543871";
659;"Общественный пункт охраны порядка Западного административного округа № 48";"48";"Западный административный округ";"район Солнцево";"Солнцевский проспект, дом 5, корпус 1";"(499) 727-74-97";"";"";"";"90543872";
660;"Общественный пункт охраны порядка Западного административного округа № 49";"49";"Западный административный округ";"район Солнцево";"улица 50 лет Октября, дом 6";"(499) 727-74-95";"";"";"";"90543873";
661;"Общественный пункт охраны порядка Западного административного округа № 50";"50";"Западный административный округ";"район Тропарёво-Никулино";"улица Академика Анохина, дом 4, корпус 1";"(499) 730-16-92";"";"";"";"90543874";
662;"Общественный пункт охраны порядка Западного административного округа № 51";"51";"Западный административный округ";"район Тропарёво-Никулино";"улица Академика Анохина, дом 6, корпус 3";"(499) 726-18-91";"";"";"";"90543875";
663;"Общественный пункт охраны порядка Западного административного округа № 52";"52";"Западный административный округ";"район Тропарёво-Никулино";"проспект Вернадского, дом 119";"(499) 739-57-69";"";"";"";"90543876";
664;"Общественный пункт охраны порядка Западного административного округа № 53";"53";"Западный административный округ";"район Тропарёво-Никулино";"проспект Вернадского";"(499) 739-57-68";"";"";"";"90543877";
665;"Общественный пункт охраны порядка Западного административного округа № 54";"54";"Западный административный округ";"район Тропарёво-Никулино";"Никулинская улица, дом 6, корпус 2";"(495) 735-78-92";"";"";"";"90543878";
666;"Общественный пункт охраны порядка Западного административного округа № 55";"55";"Западный административный округ";"район Тропарёво-Никулино";"Никулинская улица, дом 13";"(499) 726-14-68";"";"";"";"90543879";
667;"Общественный пункт охраны порядка Западного административного округа № 56";"56";"Западный административный округ";"район Тропарёво-Никулино";"улица Академика Анохина, дом 38, корпус 4";"(499) 726-18-03";"";"";"";"90543880";
668;"Общественный пункт охраны порядка Западного административного округа № 57";"57";"Западный административный округ";"район Филёвский Парк";"Филёвский бульвар, дом 40";"(495) 738-69-84";"";"";"";"90543881";
669;"Общественный пункт охраны порядка Западного административного округа № 58";"58";"Западный административный округ";"район Филёвский Парк";"улица Олеко Дундича, дом 5";"(499) 142-15-24";"";"";"";"90543882";
670;"Общественный пункт охраны порядка Западного административного округа № 59";"59";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 23, корпус 2";"(499) 142-61-67";"";"";"";"90543883";
671;"Общественный пункт охраны порядка Западного административного округа № 60";"60";"Западный административный округ";"район Филёвский Парк";"Заречная улица, дом 7";"(499) 148-35-73";"";"";"";"90543884";
672;"Общественный пункт охраны порядка Западного административного округа № 61";"61";"Западный административный округ";"район Филёвский Парк";"улица Барклая, дом 12";"(499) 142-67-12";"";"";"";"90543885";
673;"Общественный пункт охраны порядка Западного административного округа № 62";"62";"Западный административный округ";"район Фили-Давыдково";"Малая Филёвская улица, дом 8, корпус 1";"(499) 144-16-87";"";"";"";"90543886";
674;"Общественный пункт охраны порядка Западного административного округа № 63";"63";"Западный административный округ";"район Фили-Давыдково";"Кастанаевская улица, дом 27, корпус 4";"(499) 730-69-87";"";"";"";"90543887";
675;"Общественный пункт охраны порядка Западного административного округа № 64";"64";"Западный административный округ";"район Фили-Давыдково";"Кастанаевская улица, дом 62";"(499) 146-09-81";"";"";"";"90543888";
676;"Общественный пункт охраны порядка Западного административного округа № 65";"65";"Западный административный округ";"район Фили-Давыдково";"Давыдковская улица, дом 6";"(495) 445-40-79";"";"";"";"90543889";
677;"Общественный пункт охраны порядка Западного административного округа № 66";"66";"Западный административный округ";"район Фили-Давыдково";"Кременчугская улица, дом 7, корпус 2";"(499) 233-20-39";"";"";"";"90543890";
678;"Общественный пункт охраны порядка Западного административного округа № 67";"67";"Западный административный округ";"район Фили-Давыдково";"Инициативная улица, дом 5, корпус 1";"(495) 443-62-19";"";"";"";"90543891";
679;"Общественный пункт охраны порядка Западного административного округа № 68";"68";"Западный административный округ";"район Фили-Давыдково";"Кременчугская улица, дом 3, корпус 2";"(499) 233-20-38";"";"";"";"90543892";
680;"Общественный пункт охраны порядка Северо-Западного административного округа № 65";"65";"Северо-Западный административный округ";"район Куркино";"Воротынская улица, дом 16";"(499) 500-19-11";"";"";"";"90543893";
681;"Общественный пункт охраны порядка Северо-Западного административного округа № 66";"66";"Северо-Западный административный округ";"район Куркино";"Новокуркинское шоссе, дом 51";"(499) 503-78-51";"";"";"";"90543894";
682;"Общественный пункт охраны порядка Северо-Западного административного округа № 67";"67";"Северо-Западный административный округ";"район Куркино";"Соколово-Мещерская улица, дом16/114";"(499) 401-93-70";"";"";"";"90543895";
683;"Общественный пункт охраны порядка Северо-Западного административного округа № 52";"52";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 11";"(495) 751-05-03";"";"";"";"90543896";
684;"Общественный пункт охраны порядка Северо-Западного административного округа № 53";"53";"Северо-Западный административный округ";"район Митино";"Митинская улица, дом 44";"(495) 794-79-46";"";"";"";"90543897";
685;"Общественный пункт охраны порядка Северо-Западного административного округа № 54";"54";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 41";"(495) 751-10-02";"";"";"";"90543898";
686;"Общественный пункт охраны порядка Северо-Западного административного округа № 55";"55";"Северо-Западный административный округ";"район Митино";"Ангелов переулок, дом 1";"(495) 753-61-11";"";"";"";"90543899";
687;"Общественный пункт охраны порядка Северо-Западного административного округа № 56";"56";"Северо-Западный административный округ";"район Митино";"Митинская улица, дом 31";"(495) 751-04-01";"";"";"";"90543900";
688;"Общественный пункт охраны порядка Северо-Западного административного округа № 57";"57";"Северо-Западный административный округ";"район Митино";"Митинская улица, дом 27";"(495) 752-29-00";"";"";"";"90543901";
689;"Общественный пункт охраны порядка Северо-Западного административного округа № 58";"58";"Северо-Западный административный округ";"район Митино";"Митинская улица, дом 40, корпус 1";"(495) 751-29-02";"";"";"";"90543902";
690;"Общественный пункт охраны порядка Северо-Западного административного округа № 59";"59";"Северо-Западный административный округ";"район Митино";"Волоцкой переулок, дом 13, корпус 2";"(495) 754-00-02";"";"";"";"90543903";
691;"Общественный пункт охраны порядка Северо-Западного административного округа № 60";"60";"Северо-Западный административный округ";"район Митино";"улица Генерала Белобородова, дом 19";"(495) 759-31-19";"";"";"";"90543904";
692;"Общественный пункт охраны порядка Северо-Западного административного округа № 61";"61";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 6";"(495) 754-00-03";"";"";"";"90543905";
693;"Общественный пункт охраны порядка Северо-Западного административного округа № 62";"62";"Северо-Западный административный округ";"район Митино";"улица Барышиха, дом 21";"(495) 753-34-13";"";"";"";"90543906";
694;"Общественный пункт охраны порядка Северо-Западного административного округа № 63";"63";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 40";"(495) 794-31-01";"";"";"";"90543907";
695;"Общественный пункт охраны порядка Северо-Западного административного округа № 64";"64";"Северо-Западный административный округ";"район Митино";"Центральная улица, дом 9";"(495) 948-95-83";"";"";"";"90543908";
696;"Общественный пункт охраны порядка Северо-Западного административного округа № 21";"21";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Тушинская улица, дом 9";"(495) 491-87-29";"";"";"";"90543909";
697;"Общественный пункт охраны порядка Северо-Западного административного округа № 22";"22";"Северо-Западный административный округ";"район Покровское-Стрешнево";"улица Габричевского, дом 8";"(499) 190-57-56";"";"";"";"90543910";
698;"Общественный пункт охраны порядка Северо-Западного административного округа № 23";"23";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Подмосковная улица, дом 14";"(499) 794-88-35";"";"";"";"90543911";
699;"Общественный пункт охраны порядка Северо-Западного административного округа № 24";"24";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Волоколамский проезд, дом 1";"(495) 491-99-03";"";"";"";"90543912";
700;"Общественный пункт охраны порядка Северо-Западного административного округа № 25";"25";"Северо-Западный административный округ";"район Покровское-Стрешнево";"1-й Тушинский проезд, дом 7";"(495) 491-52-61";"";"";"";"90543913";
701;"Общественный пункт охраны порядка Северо-Западного административного округа № 1";"1";"Северо-Западный административный округ";"район Северное Тушино";"улица Героев Панфиловцев, дом 1, корпус 5";"(495) 495-12-64";"";"";"";"90543914";
702;"Общественный пункт охраны порядка Северо-Западного административного округа № 2";"2";"Северо-Западный административный округ";"район Северное Тушино";"улица Героев Панфиловцев, дом 6, корпус 1";"(495) 492-37-11";"квартира 40";"";"";"90543915";
703;"Общественный пункт охраны порядка Северо-Западного административного округа № 3";"3";"Северо-Западный административный округ";"район Северное Тушино";"улица Героев Панфиловцев, дом 19, корпус 1";"(495) 494-15-71";"квартира 108";"";"";"90543916";
704;"Общественный пункт охраны порядка Северо-Западного административного округа № 4";"4";"Северо-Западный административный округ";"район Северное Тушино";"улица Героев Панфиловцев, дом 22, корпус 1";"(495) 496-05-61";"";"";"";"90543917";
705;"Общественный пункт охраны порядка Северо-Западного административного округа № 5";"5";"Северо-Западный административный округ";"район Северное Тушино";"улица Героев Панфиловцев, дом 27, корпус 4";"(495) 495-32-45";"квартира 404";"";"";"90543918";
706;"Общественный пункт охраны порядка Северо-Западного административного округа № 6";"6";"Северо-Западный административный округ";"район Северное Тушино";"улица Вилиса Лациса, дом 3, корпус 1";"(495) 495-20-53";"";"";"";"90543919";
707;"Общественный пункт охраны порядка Северо-Западного административного округа № 7";"7";"Северо-Западный административный округ";"район Северное Тушино";"Планерная улица, дом 12, корпус 5";"(495) 495-40-47";"квартира 146";"";"";"90543920";
708;"Общественный пункт охраны порядка Северо-Западного административного округа № 8";"8";"Северо-Западный административный округ";"район Северное Тушино";"улица Свободы, дом 89, корпус 5";"(495) 495-41-67";"";"";"";"90543921";
709;"Общественный пункт охраны порядка Северо-Западного административного округа № 9";"9";"Северо-Западный административный округ";"район Северное Тушино";"Туристская улица, дом 14, корпус 1";"(495) 944-27-84";"";"";"";"90543922";
710;"Общественный пункт охраны порядка Северо-Западного административного округа № 13";"13";"Северо-Западный административный округ";"район Северное Тушино";"улица Фомичёвой, дом 16, корпус 2";"(495) 495-81-50";"квартира 1";"";"";"90543923";
711;"Общественный пункт охраны порядка Северо-Западного административного округа № 10";"10";"Северо-Западный административный округ";"район Северное Тушино";"улица Вилиса Лациса, дом 11, корпус 3";"(495) 949-87-47";"";"";"";"90543924";
712;"Общественный пункт охраны порядка Северо-Западного административного округа № 11";"11";"Северо-Западный административный округ";"район Северное Тушино";"бульвар Яна Райниса, дом 14, корпус 1";"(495) 492-42-68";"квартира 1";"";"";"90543925";
713;"Общественный пункт охраны порядка Северо-Западного административного округа № 12";"12";"Северо-Западный административный округ";"район Северное Тушино";"улица Фомичёвой, дом 3";"(495) 494-21-01";"квартира 325";"";"";"90543926";
714;"Общественный пункт охраны порядка Северо-Западного административного округа № 26";"26";"Северо-Западный административный округ";"район Строгино";"улица Исаковского, дом 28, корпус 2";"(499) 740-15-85";"";"";"";"90543927";
715;"Общественный пункт охраны порядка Северо-Западного административного округа № 27";"27";"Северо-Западный административный округ";"район Строгино";"улица Кулакова, дом 15, корпус 1";"(499) 740-26-87";"";"";"";"90543928";
716;"Общественный пункт охраны порядка Северо-Западного административного округа № 28";"28";"Северо-Западный административный округ";"район Строгино";"улица Твардовского, дом 18, корпус 5";"(499) 740-11-21";"";"";"";"90543929";
717;"Общественный пункт охраны порядка Северо-Западного административного округа № 29";"29";"Северо-Западный административный округ";"район Строгино";"Неманский проезд, дом 7, корпус 2";"(499) 740-12-79";"";"";"";"90543930";
718;"Общественный пункт охраны порядка Северо-Западного административного округа № 30";"30";"Северо-Западный административный округ";"район Строгино";"Таллинская улица, дом 17, корпус 4";"(495) 758-53-01";"";"";"";"90543931";
719;"Общественный пункт охраны порядка Северо-Западного административного округа № 31";"31";"Северо-Западный административный округ";"район Строгино";"Неманский проезд, дом 3";"(495) 757-21-03";"";"";"";"90543932";
720;"Общественный пункт охраны порядка Северо-Западного административного округа № 32";"32";"Северо-Западный административный округ";"район Строгино";"улица Твардовского, дом 17";"(499) 740-11-62";"";"";"";"90543933";
721;"Общественный пункт охраны порядка Северо-Западного административного округа № 33";"33";"Северо-Западный административный округ";"район Строгино";"Строгинский бульвар, дом 14, корпус 7";"(499) 740-20-68";"";"";"";"90543934";
722;"Общественный пункт охраны порядка Северо-Западного административного округа № 34";"34";"Северо-Западный административный округ";"район Строгино";"улица Маршала Катукова, дом 15, корпус 2";"(499) 740-18-02";"";"";"";"90543935";
723;"Общественный пункт охраны порядка Северо-Западного административного округа № 35";"35";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"улица Народного Ополчения, дом 29, корпус 3";"(499) 720-59-03";"";"";"";"90543936";
724;"Общественный пункт охраны порядка Северо-Западного административного округа № 36";"36";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"улица Мнёвники, дом 7, корпус 1";"(499) 728-39-89";"";"";"";"90543937";
725;"Общественный пункт охраны порядка Северо-Западного административного округа № 37";"37";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"улица Маршала Тухачевского, дом 22, корпус 3";"(499) 197-70-90";"";"";"";"90543938";
726;"Общественный пункт охраны порядка Северо-Западного административного округа № 38";"38";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"улица Маршала Тухачевского, дом 22, корпус 3";"(499) 197-79-74";"";"";"";"90543939";
727;"Общественный пункт охраны порядка Северо-Западного административного округа № 39";"39";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Новохорошёвский проезд, дом 26";"(499) 728-30-05";"";"";"";"90543940";
728;"Общественный пункт охраны порядка Северо-Западного административного округа № 40";"40";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"бульвар Генерала Карбышева, дом 19, корпус 5";"(499) 197-94-10";"";"";"";"90543941";
729;"Общественный пункт охраны порядка Северо-Западного административного округа № 41";"41";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"проспект Маршала Жукова, дом 31, корпус 1";"(499) 191-14-29";"";"";"";"90543942";
730;"Общественный пункт охраны порядка Северо-Западного административного округа № 42";"42";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Живописная улица, дом 5, корпус 2";"(495) 947-73-19";"";"";"";"90543943";
731;"Общественный пункт охраны порядка Северо-Западного административного округа № 43";"43";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"улица Демьяна Бедного, дом 1, корпус 2";"(499) 728-31-02";"";"";"";"90543944";
732;"Общественный пункт охраны порядка Северо-Западного административного округа № 44";"44";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"проспект Маршала Жукова, дом 37, корпус 2";"(499) 199-09-85";"";"";"";"90543945";
733;"Общественный пункт охраны порядка Северо-Западного административного округа № 45";"45";"Северо-Западный административный округ";"район Щукино";"Авиационная улица, дом 68";"(499) 190-44-32";"";"";"";"90543946";
734;"Общественный пункт охраны порядка Северо-Западного административного округа № 46";"46";"Северо-Западный административный округ";"район Щукино";"улица Маршала Новикова, дом 18";"(499) 193-00-12";"";"";"";"90543947";
735;"Общественный пункт охраны порядка Северо-Западного административного округа № 47";"47";"Северо-Западный административный округ";"район Щукино";"улица Маршала Василевского, дом 1, корпус 2";"(499) 196-35-91";"";"";"";"90543948";
736;"Общественный пункт охраны порядка Северо-Западного административного округа № 48";"48";"Северо-Западный административный округ";"район Щукино";"улица Ирины Левченко, дом 2";"(499) 943-87-11";"";"";"";"90543949";
737;"Общественный пункт охраны порядка Северо-Западного административного округа № 49";"49";"Северо-Западный административный округ";"район Щукино";"улица Рогова, дом 24";"(499) 947-14-04";"";"";"";"90543950";
738;"Общественный пункт охраны порядка Северо-Западного административного округа № 50";"50";"Северо-Западный административный округ";"район Щукино";"улица Маршала Бирюзова, дом 2";"(499) 194-13-43";"";"";"";"90543951";
739;"Общественный пункт охраны порядка Северо-Западного административного округа № 51";"51";"Северо-Западный административный округ";"район Щукино";"улица Маршала Мерецкова, дом 5";"(499) 194-07-30";"";"";"";"90543952";
740;"Общественный пункт охраны порядка Северо-Западного административного округа № 14";"14";"Северо-Западный административный округ";"район Южное Тушино";"улица Свободы, дом 53";"(499) 492-96-88";"";"";"";"90543953";
741;"Общественный пункт охраны порядка Северо-Западного административного округа № 15";"15";"Северо-Западный административный округ";"район Южное Тушино";"Нелидовская улица, дом 15";"(499) 493-30-20";"";"";"";"90543954";
742;"Общественный пункт охраны порядка Северо-Западного административного округа № 16";"16";"Северо-Западный административный округ";"район Южное Тушино";"Светлогорский проезд, дом 7";"(499) 949-02-16";"";"";"";"90543955";
743;"Общественный пункт охраны порядка Северо-Западного административного округа № 17";"17";"Северо-Западный административный округ";"район Южное Тушино";"улица Василия Петушкова, дом 19";"(499) 948-90-52";"";"";"";"90543956";
744;"Общественный пункт охраны порядка Северо-Западного административного округа № 18";"18";"Северо-Западный административный округ";"район Южное Тушино";"Туристская улица, дом 1";"(499) 949-03-11";"";"";"";"90543957";
745;"Общественный пункт охраны порядка Северо-Западного административного округа № 19";"19";"Северо-Западный административный округ";"район Южное Тушино";"Нелидовская улица, дом 18";"(499) 497-04-91";"";"";"";"90543958";
746;"Общественный пункт охраны порядка Северо-Западного административного округа № 20";"20";"Северо-Западный административный округ";"район Южное Тушино";"Лодочная улица, дом 9";"(499) 493-92-80";"";"";"";"90543959";
747;"Общественный пункт охраны порядка Зеленоградского административного округа № 17";"17";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1424";"(499) 738-49-64";"";"";"";"90543960";
748;"Общественный пункт охраны порядка Зеленоградского административного округа № 15";"15";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1529";"(499) 733-61-46";"";"";"";"90543961";
749;"Общественный пункт охраны порядка Зеленоградского административного округа № 16";"16";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1639";"(499) 717-09-75";"";"";"";"90543962";
750;"Общественный пункт охраны порядка Зеленоградского административного округа № 14";"14";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1455";"(499) 733-38-70";"";"";"";"90543963";
