ROWNUM;NAME;ADDRESS;X;Y;OPLATA;MESTO;VHOD;VNUTR;UNIVERS_USLUGA;GLOBALID;
173;"Школа";"Новикова маршала ул. 13 корп. стр. школа 161";"37,463571";"55,803306";"Карты";"Школа";"Нет";"Да";"Нет";"90836272";
174;"Больница";"Волоколамское шоссе 47 корп. стр. псих.бол-ца, эт.2/3";"37,463768";"55,813782";"Карты";"Больница";"Да";"Нет";"Да";"90836273";
175;"Больница";"Адиля Саляма ул. 7 корп. стр. ГКБ № 67, трамва, эт.1/2";"37,465692";"55,774065";"Карты";"Больница";"Нет";"Да";"Нет";"90836274";
176;"Больница";"Мичуринский просп. 74 корп. стр. дет.псих.б-ца 18,отд.1,эт.1";"37,462848";"55,679063";"Карты";"Больница";"Нет";"Да";"Нет";"90836275";
177;"Больница";"Мичуринский просп. 74 корп. стр. дет.псих.б-ца 18,отд.4,эт.2";"37,462972";"55,6791";"Карты";"Больница";"Нет";"Да";"Нет";"90836276";
178;"Больница";"Мичуринский просп. 74 корп. стр. дет.псих.б-ца 18,отд.1,эт.3";"37,46301";"55,679057";"Карты";"Больница";"Нет";"Да";"Нет";"90836277";
179;"Больница";"Мичуринский просп. 74 корп. стр. дет.псих.б-ца 18,отд.2,эт.";"37,464906";"55,680248";"Карты";"Больница";"Нет";"Да";"Нет";"90836278";
180;"Больница";"Мичуринский просп. 74 корп. стр. дет.псих.б-ца 18,отд.6,блок8,эт.1";"37,464965";"55,680215";"Карты";"Больница";"Нет";"Да";"Нет";"90836279";
181;"Больница";"Мичуринский просп. 74 корп. стр. дет.псих.б-ца 18,отд.6,эт.1";"37,464927";"55,680201";"Карты";"Больница";"Нет";"Да";"Нет";"90836280";
182;"Школа";"Глаголева генерала ул. 10/2 корп. стр. школа 138";"37,464478";"55,78121";"Карты";"Школа";"Нет";"Да";"Нет";"90836281";
183;"Больница";"Адиля Саляма ул. 2 корп. стр. ГКБ № 67, корп.А, эт.1";"37,467027";"55,771941";"Карты";"Больница";"Нет";"Да";"Нет";"90836282";
184;"Больница";"Адиля Саляма ул. 2 корп. стр. центр проктологии, эт.1";"37,465324";"55,77166";"Карты";"Больница";"Нет";"Да";"Нет";"90836283";
185;"Больница";"Адиля Саляма ул. 2 корп. стр. ГКБ № 67, корп.Г, эт.1";"37,467239";"55,769987";"Карты";"Больница";"Нет";"Да";"Нет";"90836284";
186;"Больница";"Адиля Саляма ул. 2 корп. стр. ГКБ № 67, корп.Б, эт.1";"37,4682";"55,770772";"Карты";"Больница";"Нет";"Да";"Нет";"90836285";
187;"Школа";"Тухачевского маршала ул. 46 корп. стр. Кадетский корпус 8";"37,465807";"55,786335";"Карты";"Школа";"Нет";"Да";"Нет";"90836286";
188;"Метро-улица";"Пионерская ст. м. корп. стр. вых. на ул. М.Филевская";"37,466796";"55,73615";"Карты";"Метро-улица";"Да";"Нет";"Да";"90836287";
189;"Школа";"Смольная ул. 75 корп. стр. Школа-интернат";"37,467458";"55,873302";"Карты";"Школа";"Нет";"Да";"Нет";"90836288";
190;"Больница";"Левобережная ул. 5 корп. стр. госпиталь";"37,464252";"55,880175";"Карты";"Больница";"Да";"Нет";"Да";"90836289";
191;"Школа";"Валдайский пр. 4 корп. стр. Школа 58";"37,468517";"55,864951";"Карты";"Школа";"Нет";"Да";"Нет";"90836290";
192;"Больница";"Щукинская ул. 38 корп. стр. диспансер №13";"37,467547";"55,809479";"Карты";"Больница";"Нет";"Да";"Нет";"90836291";
193;"Больница";"Щукинская ул. 38 корп. стр. диспансер №13";"37,46756";"55,809468";"Карты";"Больница";"Нет";"Да";"Нет";"90836292";
194;"Школа";"Ленинградское шоссе 94 корп. стр. Школа 692";"37,473238";"55,856117";"Карты";"Школа";"Нет";"Да";"Нет";"90836293";
195;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, эт.7";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836294";
196;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, эт.9";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836295";
197;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, эт.6";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836296";
198;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, эт8";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836297";
199;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, эт.2";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836298";
200;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, этаж 5";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836299";
201;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, эт.4";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836300";
202;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, этаж 3";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836301";
203;"Больница";"Щукинская ул. 20 корп. стр. госп.ФСБ, этаж 1";"37,470972";"55,809244";"Карты";"Больница";"Нет";"Да";"Нет";"90836302";
204;"Школа";"Карамышевская наб. 38 корп. стр. интернат 11";"37,471309";"55,769497";"Карты";"Школа";"Нет";"Да";"Нет";"90836303";
205;"Школа";"Карамышевская наб. 38 корп. стр. интернат 11";"37,471309";"55,769497";"Карты";"Школа";"Нет";"Да";"Нет";"90836304";
206;"Школа";"Василевского маршала ул. 3 корп.2 стр. школа 154";"37,471641";"55,802406";"Карты";"Школа";"Нет";"Да";"Нет";"90836305";
207;"Школа";"Ленинский просп. 131 корп.4 стр. Школа 109";"37,474982";"55,643812";"Карты";"Школа";"Нет";"Да";"Нет";"90836306";
208;"Больница";"Нежинская ул. 2 корп. стр. пансионат для инвалидов";"37,473877";"55,717583";"Карты";"Больница";"Нет";"Да";"Нет";"90836307";
209;"Больница";"Нежинская ул. 2 корп. стр. стр.5, пансионат для инвалидов";"37,473877";"55,717583";"Карты";"Больница";"Нет";"Да";"Нет";"90836308";
210;"Общежитие";"Нежинская ул. 2 корп. стр. стр.6, пансионат для инвалидов";"37,473877";"55,717583";"Карты";"Общежитие";"Нет";"Да";"Нет";"90836309";
211;"Больница";"Нежинская ул. 2 корп. стр. тамбкр, пансионат для инвалидов";"37,473877";"55,717583";"Карты";"Больница";"Нет";"Да";"Нет";"90836310";
212;"Больница";"Нежинская ул. 2 корп. стр. стр.7 , пансионат для инвалидов";"37,473877";"55,717583";"Карты";"Больница";"Нет";"Да";"Нет";"90836311";
213;"Ул.Кабина";"Фестивальная ул. 11 корп. стр.";"37,475457";"55,854936";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836312";
214;"Метро-улица";"Речной вокзал ст. м. корп. стр. юг";"37,476545";"55,854067";"Карты";"Метро-улица";"Да";"Нет";"Да";"90836313";
215;"Школа";"Бакулева академика ул. 20 корп. стр. Школа-лицей №20";"37,475558";"55,640772";"Карты";"Школа";"Нет";"Да";"Нет";"90836314";
216;"Школа";"Варги академика ул. 32 корп. стр. Школа 126";"37,476085";"55,633201";"Карты";"Школа";"Нет";"Да";"Нет";"90836315";
217;"Школа";"Курчатова академика 25 корп. стр. Школа";"37,477122";"55,805352";"Карты";"Школа";"Нет";"Да";"Нет";"90836316";
218;"Ул.Кабина";"Фестивальная ул. 13 корп. стр. у торгового центра";"37,475995";"55,855336";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836317";
219;"Ул.Кабина";"Фестивальная ул. 13 корп. стр. у торгового центра";"37,47605";"55,855276";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836318";
220;"Школа";"Смольная ул. 37 корп. стр. школа 167";"37,478965";"55,860363";"Карты";"Школа";"Нет";"Да";"Нет";"90836319";
221;"Школа";"Варги академика ул. 34 корп. стр. Школа 1101";"37,477467";"55,633197";"Карты";"Школа";"Нет";"Да";"Нет";"90836320";
222;"Ул.Кабина";"Веерная ул. 3 корп.6 стр.";"37,478424";"55,705382";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836321";
223;"Организация";"Смольная ул. 28 корп. стр. Организация";"37,481647";"55,862905";"Карты";"Организация";"Нет";"Да";"Нет";"90836322";
224;"Школа";"Конаковский пр. 5 корп. стр. Школа 645";"37,481136";"55,845868";"Карты";"Школа";"Нет";"Да";"Нет";"90836323";
225;"Метро-улица";"Юго-Западная ст. м. корп. стр. сев. вых.";"37,484407";"55,664688";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836324";
226;"Метро-улица";"Юго-Западная ст. м. корп. стр. сев. вых.";"37,483467";"55,664855";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836325";
227;"Метро-переход";"Юго-Западная ст. м. корп. стр. юж.вых. переход";"37,482688";"55,662769";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90836326";
228;"Метро-улица";"Юго-Западная ст. м. корп. стр. сев. вых.";"37,483471";"55,664861";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836327";
229;"Метро-улица";"Юго-Западная ст. м. корп. стр. сев.вых.";"37,483452";"55,664867";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836328";
230;"Метро-улица";"Юго-Западная ст. м. корп. стр. сев. выход";"37,484377";"55,664646";"Карты";"Метро-улица";"Да";"Нет";"Да";"90836329";
231;"Метро-улица";"Юго-Западная ст. м. корп. стр. сев. вых.";"37,483494";"55,664874";"Карты";"Метро-улица";"Да";"Нет";"Да";"90836330";
232;"Метро-переход";"Юго-Западная ст. м. корп. стр. переход";"37,48356";"55,66458";"Карты";"Метро-переход";"Да";"Нет";"Да";"90836331";
233;"Школа";"Ленинский просп. 125 корп.4 стр. Школа 51";"37,482851";"55,64404";"Карты";"Школа";"Нет";"Да";"Нет";"90836332";
